ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total,ranking_dinero
129,311848002271,BOGOTÁ D.C.,BOGOTÁ D.C.,COL DE LA SALLE,Privado,A,117,116,278,334,30,9.059197426,8.085262299,8.006009102,419,402,421,78.80,83.83,91.69,84.77,67.8
130,311769001846,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SAN TARSICIO                                                                                    ,Privado,B,25,25,50,360,27,8.457050323,8.178427696,7.847043991,429.5,405.5,397.5,79.63,81.61,93.02,84.75,73.2
131,311001102384,BOGOTÁ D.C.,BOGOTÁ D.C.,COL GRAN BRETAÑA                                                                                    ,Privado,B,33,31,279,334,30,8.05890274,8.277882576,8.186671257,464,422,402,81.10,81.74,91.26,84.70,68.8
132,311001007080,BOGOTÁ D.C.,BOGOTÁ D.C.,COL ANTONIO NARIÑO H.H. CORAZONISTAS,Privado,A,49,48,51,359,19,8.819109917,7.929682732,7.844947815,429,376,379,77.15,81.98,94.87,84.67,72.2
133,313001008429,CARTAGENA DE INDIAS,BOLIVAR,CENT. DE ENSE?ANZA PRECOZ  NUEVO MUNDO,Privado,A,5,5,25,369,52,9.18493557,0,0,411,386,321.5,74.38,91.85,87.65,84.62,74
134,425175032399,CHÍA,CUNDINAMARCA,GIMN CAMPESTRE OXFORD                                       ,Privado,A,3,3,342,329,10,0,0,0,420,351.5,342.5,72.15,0.00,97.05,84.60,68.4
135,305266000036,ENVIGADO,ANTIOQUIA,COLOMBO BRITANICO,Privado,A,133,131,143,346,34,9.11498642,7.975525856,7.968289375,431.5,411.5,398,79.35,83.53,90.92,84.60,70.4
136,376001001221,CALI,VALLE,COL BOLIVAR,Privado,B,88,87,201,341,35,8.476894379,7.930598259,8.241020203,414,426.5,439.5,81.05,82.16,90.59,84.60,70.6
137,313001005748,CARTAGENA DE INDIAS,BOLIVAR,GIMNASIO ALTAIR DE CARTAGENA,Privado,A,33,33,77,355,30,9.150074959,8.104323387,7.980413914,420.5,385.5,388,77.45,84.12,92.21,84.59,72.2
138,311001075361,BOGOTÁ D.C.,BOGOTÁ D.C.,COL PSICOPEDAG AMERICANO DEL SUR,Privado,A,10,8,1971,279,28,0,8.440950394,0,352,500,475,80.30,84.41,89.06,84.59,56.2
139,305001006784,MEDELLÍN,ANTIOQUIA,COL DE LA COMPANIA DE MARIA,Privado,A,108,108,178,343,34,9.249624252,8.069642067,7.818498611,434.5,393,407.5,78.90,83.79,90.98,84.56,69.8
140,305001004498,MEDELLÍN,ANTIOQUIA,COL SAN IGNACIO DE LOYOLA,Privado,A,148,148,166,344,34,9.266042709,8.042284012,7.84219408,425.5,397.5,408,78.75,83.84,91.01,84.53,70
141,305001004668,MEDELLÍN,ANTIOQUIA,COL GIMN LOS PINARES,Privado,B,30,30,223,339,40,9.178442001,8.231658936,7.917153835,449,420.5,385.5,79.70,84.42,89.45,84.52,69.4
142,311769000823,BOGOTÁ D.C.,BOGOTÁ D.C.,COL HISPANOAMERICANO CONDE ANSUREZ,Privado,A,58,57,310,332,26,9.128675461,7.884970665,7.959825039,421.5,405,394.5,77.65,83.24,92.61,84.50,67.6
143,311001089540,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN NUEVO MODELIA,Privado,A,44,43,249,336,28,9.07676506,8.246954918,7.855655193,415.5,399.5,397,77.40,83.93,92.13,84.49,68.4
144,320001003571,VALLEDUPAR,CESAR,COL. SANTA FE,Privado,A,98,98,256,336,40,8.407974243,7.925137043,8.107006073,451,449,415.5,82.58,81.47,89.36,84.47,67.8
145,311848001118,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN LOS ANDES,Privado,A,125,125,187,342,29,9.157503128,8.061684608,7.902765274,429.5,401,375.5,77.40,83.74,92.18,84.44,69.2
146,350001001648,VILLAVICENCIO,META,COLEGIO DON BOSCO LTDA.,Privado,A,28,28,173,343,24,9.129606247,8.436330795,7.940119743,417.5,363.5,371.5,74.78,85.02,93.46,84.42,69.6
147,373268000861,ESPINAL,TOLIMA,COL  SANTA MARGARITA MARIA,Privado,A,1,1,898,304,0,0,0,0,0,360.5,368,68.83,0.00,100.00,84.42,63.2
148,385001003789,YOPAL,CASANARE,LICEO MODERNO CELESTIN FREINET CASANARE,Privado,A,13,13,149,345,26,9.091944695,8.20939827,7.913135052,400.5,373,405,76.18,84.05,92.99,84.41,70
149,319001003280,POPAYÁN,CAUCA,COL CAMPESTRE AMERICANO,Privado,B,5,5,360,328,14,7.977798462,0,8.281522751,406,411,374.5,75.98,81.30,95.91,84.39,66.8
150,305001005036,MEDELLÍN,ANTIOQUIA,COL SAN JOSE DE LAS VEGAS,Privado,A,88,88,139,346,33,8.125654221,8.176670074,8.306049347,429.5,405,416,79.83,82.03,91.29,84.38,70.8
151,311001089795,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC EL ENCUENTRO,Privado,A,18,18,131,346,26,8.121687889,8.001537323,8.086754799,411,424,407,79.40,80.70,93.01,84.37,69.8
152,313836000763,TURBACO,BOLIVAR,COLEGIO LA NUEVA ESPERANZA,Privado,A,43,43,107,350,34,9.187903404,8.047851563,8.679100037,409.5,373,378,75.53,86.38,91.15,84.35,70.4
153,311001093393,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN CAMPESTRE BETH-SHALOM (ANTIGUO EL REDIL),Privado,A,44,44,277,334,29,8.966631889,7.799735069,7.776380539,433,419.5,397.5,79.20,81.81,92.01,84.34,68
154,368001005771,FLORIDABLANCA,SANTANDER,GIMN SAN DIEGO,Privado,A,21,21,122,348,36,8.092721939,8.080259323,8.443541527,423,411.5,423.5,80.30,82.06,90.63,84.33,70.8
155,311001010781,BOGOTÁ D.C.,BOGOTÁ D.C.,COL CALASANZ,Privado,A,81,81,162,344,30,8.292874336,8.20203495,8.220647812,423.5,400,401.5,78.45,82.39,91.98,84.27,69.8
156,315238001430,DUITAMA,BOYACA,COLEGIO CAMPESTRE SAN DIEGO,Privado,A,41,41,112,349,29,8.173981667,8.058265686,8.025504112,431,410.5,401.5,79.60,80.86,92.33,84.26,70.2
157,311001100993,BOGOTÁ D.C.,BOGOTÁ D.C.,COL ARCA INTERNACIONAL BILINGÜE,Privado,B,10,10,272,334,17,8.226083755,8.278846741,7.434806347,424,406.5,391,77.78,79.80,95.16,84.24,68.2
158,308001074703,BARRANQUILLA,ATLANTICO,I.E. MARIA INMACULADA,Privado,A,1,1,1906,280,0,0,0,0,347,346,396.5,68.48,0.00,100.00,84.24,56
159,313001013651,CARTAGENA DE INDIAS,BOLIVAR,COLEGIO INTEGRAL DEL NORTE,Privado,A,15,15,555,317,20,8.050442696,7.775149345,8.593441963,413,422,392.5,77.23,81.40,94.07,84.23,62.8
160,354001000400,CÚCUTA,NORTE DE SANTANDER,COL EL CARMEN TERESIANO,Privado,A,36,36,94,352,34,9.288619995,7.993419647,7.909022331,430.5,383.5,381.5,77.38,83.97,91.19,84.18,71.6
161,311769002214,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SAN BENITO DE TIBATI,Privado,A,50,49,225,338,27,8.907123566,7.773983479,0,428.5,0,0,76.65,83.41,92.45,84.17,67.8
162,305001003688,ENVIGADO,ANTIOQUIA,COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL,Privado,B,117,117,314,332,35,8.356115341,7.955061913,8.146323204,422.5,417.5,437,80.45,81.53,90.46,84.15,68.8
163,305001019681,ENVIGADO,ANTIOQUIA,CORPORACION COLEGIO CUMBRES,Privado,B,47,46,202,341,35,8.332093239,8.076993942,7.877912521,441.5,422,414,80.93,80.96,90.49,84.13,70
164,376001030302,CALI,VALLE,COLEGIO ANGLO AMERICANO,Privado,B,7,7,343,329,24,8.078227997,0,8.579667091,426.5,373,389,75.88,83.29,93.20,84.12,67.2
165,305001012601,SABANETA,ANTIOQUIA,COLEGIO JOSE MARIA BERRIO,Privado,A,15,15,319,331,24,9.195861816,7.850803852,7.918992043,430.5,376,380.5,75.90,83.22,93.24,84.12,67.6
166,425175032488,CHÍA,CUNDINAMARCA,GIMNASIO OXFORD SCHOOL,Privado,A,10,10,362,328,31,7.927583218,7.68005085,9.025813103,410,404.5,434.5,78.85,82.11,91.36,84.11,67.2
167,405615001180,RIONEGRO,ANTIOQUIA,COLEGIO CAMPESTRE HORIZONTES,Privado,A,31,31,346,329,31,8.0955019,8.090147018,7.901743412,427.5,434.5,421,80.60,80.29,91.39,84.09,67.2
168,376001000829,CALI,VALLE,LICEO BENALCAZAR,Privado,B,36,35,113,349,29,8.307915688,8.334719658,8.111623764,400.5,411.5,392,77.65,82.51,92.11,84.09,70.6
169,325175032467,CHÍA,CUNDINAMARCA,LICEO INFANTIL LUNITA DE CHIA,Privado,A,17,17,957,302,28,7.763515472,8.040065765,8.941070557,413,416,434.5,78.28,82.48,91.52,84.09,60.2
170,419824000990,TOTORÓ,CAUCA,I.E.T. AGROAMBIENTAL GRANA ESCUELA AMALAKA,Privado,A,1,1,1379,291,0,0,0,0,327.5,337,407,68.13,0.00,100.00,84.06,59.2
171,320001002753,VALLEDUPAR,CESAR,COL. FUND.   BILING . DE VALLEDUPAR,Privado,B,45,45,119,348,32,8.121236801,8.165281296,8.341369629,411,400,410.5,78.48,82.09,91.58,84.05,70.6
172,111001020401,BOGOTÁ D.C.,BOGOTÁ D.C.,INSTITUTO TÉCNICO CENTRAL,Oficial,A,140,140,220,339,27,9.146112442,7.926656246,0,402.5,0,0,74.15,85.36,92.62,84.05,68
173,320001003661,VALLEDUPAR,CESAR,COL. GIMNASIO DEL NORTE,Privado,A,108,108,525,319,40,8.481705666,8.500311852,9.233409882,403,385.5,409.5,75.85,87.38,88.86,84.03,64.8
174,408573012835,PUERTO COLOMBIA,ATLANTICO,COLEGIO KARL C PARRISH,Privado,B,57,55,199,341,33,8.288529396,8.199216843,8.193962097,416.5,397,424,78.93,82.27,90.87,84.02,70.4
175,425769060643,SUBACHOQUE,CUNDINAMARCA,LICEO CAMPESTRE THOMAS DE IRIARTE,Privado,A,51,51,170,344,38,9.194931984,8.166324615,7.882503986,414.5,398,400.5,77.85,84.15,90.05,84.02,70
176,311001107513,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO VICTORIA,Privado,B,31,31,226,338,31,8.216552734,7.923046589,8.258764267,402.5,423.5,415,78.95,81.33,91.60,83.96,69.8
177,368001000796,BUCARAMANGA,SANTANDER,COL DEL SAGRADO CORAZON DE JESUS,Privado,A,34,34,177,343,32,8.260490417,8.086978912,7.987118721,436.5,412.5,393,79.25,81.12,91.47,83.94,69
178,425377076711,LA CALERA,CUNDINAMARCA,COLEGIO EKIRAYA EDUCACION MONTESSORI,Privado,B,7,6,283,334,33,0,0,8.167031288,416.5,445,413,80.43,81.67,89.72,83.94,68.8
179,376001000276,CALI,VALLE,COL BERCHMANS,Privado,B,127,127,66,357,29,8.325998306,8.023514748,8.14614296,421,386.5,385.5,77.50,81.65,92.49,83.88,72.4
180,311001003084,BOGOTÁ D.C.,BOGOTÁ D.C.,FUND COL MAYOR DE SAN BARTOLOME,Privado,A,126,126,207,340,26,9.131817818,7.942337036,7.77281189,400,398,380,75.90,82.82,92.90,83.87,68.2
181,311001100985,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO BILINGUE RICHMOND,Privado,B,56,56,109,350,35,8.149629593,8.020715714,8.818779945,417.5,389.5,390.5,77.38,83.30,90.91,83.86,71.4
182,368276000478,FLORIDABLANCA,SANTANDER,COL PANAMERICANO,Privado,B,37,37,78,355,31,8.324558258,8.019553185,8.233752251,394.5,413.5,389.5,77.63,81.93,91.97,83.84,72.6
183,354001000540,CÚCUTA,NORTE DE SANTANDER,COL SANTO ANGEL DE LA GUARDA,Privado,A,43,43,89,353,28,9.228003502,8.069734573,7.712409019,411.5,375,370,75.48,83.37,92.65,83.83,71.4
184,466001005641,PEREIRA,RISARALDA,LIC CAMPESTRE DE PEREIRA,Privado,B,7,7,68,356,20,0,7.866887569,7.759244442,449,389.5,379,78.68,78.13,94.68,83.83,71.8
185,152001000793,PASTO,NARIÑO,LIC INTEGD DE BTO UNIVERSIDAD DE NARIÑO,Oficial,A,84,83,114,349,31,9.388353348,8.13522625,7.619476318,430,370,368,75.85,83.81,91.74,83.80,70
186,311001029474,BOGOTÁ D.C.,BOGOTÁ D.C.,COL NUEVA ALIANZA INTEGRAL,Privado,A,47,47,163,344,31,9.176566124,7.957855225,8.326658249,416.5,379,356,74.78,84.87,91.73,83.79,69.4
187,311001033633,BOGOTÁ D.C.,BOGOTÁ D.C.,CENT EDUC Y CULT ESPAÑOL REYES CATOLICOS,Privado,B,60,53,215,340,36,8.12760067,8.388347626,8.223507881,441,410.5,399.5,79.55,82.46,89.31,83.77,69.2
188,376001002121,CALI,VALLE,COLEGIO BENNETT,Privado,B,42,42,286,334,35,8.183773041,8.126110077,8.10449791,427.5,409.5,414.5,79.28,81.38,90.51,83.72,68.6
189,313001006485,CARTAGENA DE INDIAS,BOLIVAR,CORPORACION EDUCATIVA COLEGIO ALTER ALTERIS,Privado,A,33,33,189,342,32,8.66597271,7.963162899,8.161045074,428,387,384.5,77.08,82.63,91.44,83.72,69.4
190,350001004272,VILLAVICENCIO,META,GIMNASIO DOMINGO SAVIO,Privado,A,16,15,311,332,26,0,8.476054192,8.462464333,375.5,383.5,391,74.10,84.69,92.28,83.69,66.6
191,311848000324,BOGOTÁ D.C.,BOGOTÁ D.C.,COL COLOMBO GALES                                                                                   ,Privado,B,41,41,144,346,34,8.149133682,8.189209938,8.349262238,413,392.5,403,77.73,82.29,91.05,83.69,71
192,311769000513,BOGOTÁ D.C.,BOGOTÁ D.C.,COL ALFONSO JARAMILLO,Privado,A,19,18,334,330,32,9.052349091,8.571135521,0,389.5,343.5,381.5,72.23,88.12,90.69,83.68,67.2
193,311769000483,BOGOTÁ D.C.,BOGOTÁ D.C.,COL EMMANUEL D ALZON,Privado,A,72,72,195,341,28,7.97124815,8.021621704,7.888462543,426.5,402,409,78.93,79.60,92.41,83.65,69
194,405440000789,MARINILLA,ANTIOQUIA,COLEGIO SEMINARIO CORAZONISTA,Privado,A,32,32,73,356,31,9.252819061,8.128527641,7.652533531,417,380,355.5,75.43,83.45,91.99,83.62,72
195,305001004633,MEDELLÍN,ANTIOQUIA,INST JORGE ROBLEDO,Privado,A,61,61,146,346,37,9.171218872,8.073490143,7.899426937,422.5,380,384.5,76.65,83.81,90.34,83.60,71
196,308001101153,PUERTO COLOMBIA,ATLANTICO,COLEGIO BRITANICO INTERNACIONAL,Privado,B,42,42,164,344,32,8.241571426,7.765169621,7.944072723,395,426.5,422,79.38,79.84,91.49,83.57,70.8
197,425214000203,COTA,CUNDINAMARCA,NUEVO GIMNASIO CRISTIANO,Privado,B,39,39,361,328,26,8.011507034,7.709949493,8.351387024,407.5,407.5,412.5,77.78,80.24,92.66,83.56,66.8
198,311848002823,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN DEL NORTE,Privado,B,51,51,216,340,37,7.929189682,8.332931519,8.144378662,414,405.5,421.5,79.05,81.35,90.19,83.53,69.4
199,305001006831,MEDELLÍN,ANTIOQUIA,INST MUSICAL DIEGO ECHAVARRIA,Privado,A,9,9,411,326,48,9.071022034,0,0,384.5,368.5,373.5,72.63,90.71,87.17,83.50,67.6
200,347001051105,SANTA MARTA,MAGDALENA,COLEGIO BURECHE,Privado,B,43,41,168,344,35,8.049168587,8.15290451,8.07789135,408.5,418,413.5,79.20,80.93,90.34,83.49,70.6
201,308001078261,BARRANQUILLA,ATLANTICO,CENTRO EDUCATIVO BOSTON INTERNACIONAL,Privado,A,26,24,34,365,29,8.156340599,8.129055023,7.735170841,428,392,381.5,78.33,80.07,92.07,83.49,74
202,376834004291,TULUÁ,VALLE,COLEGIO BILINGUE HISPANO AMERICANO,Privado,A,20,20,155,345,34,9.34232235,8.367791176,7.868721008,407.5,379.5,351.5,74.18,85.26,91.03,83.49,70.4
203,313001007058,CARTAGENA DE INDIAS,BOLIVAR,CENTRO DE EDUCACION EL RECREO,Privado,A,30,29,47,360,22,8.982853889,7.656598568,7.715360641,401,374.5,369,75.23,81.18,94.05,83.49,72.4
204,308758078005,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA MARIA MONTESSORI,Privado,A,29,29,510,319,34,8.358222961,8.023241997,7.869670868,424,426.5,415.5,79.25,80.84,90.37,83.49,64.2
205,313836001085,TURBACO,BOLIVAR,CORPORACION EDUCATIVA LA CONCEPCION,Privado,A,37,37,95,352,43,9.166801453,7.976940632,7.790442944,436.5,388,387.5,78.20,83.11,89.11,83.48,70.6
206,381001002281,ARAUCA,ARAUCA,COLEGIO LA ENSEÑANZA,Privado,A,7,7,490,320,33,9.113565445,8.091458321,0,414.5,369,371,73.73,86.03,90.65,83.47,63.6
207,425799000602,TENJO,CUNDINAMARCA,COLEGIO BILINGUE LERNER & KLEIN,Privado,A,9,9,210,340,29,9.227478981,7.892601967,7.353218079,421.5,394,377.5,76.65,81.58,92.14,83.46,69.6
208,111848002107,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC DEL EJERCITO PATRIA SECTOR NORTE B (LIC COLOMBIA)                                               ,Oficial,A,34,34,267,335,32,9.128211021,8.028108597,7.777228355,417.5,388.5,378,75.95,83.11,91.28,83.45,67.8
209,376001001639,CALI,VALLE,LICEO FRANCES PAUL VALERY,Privado,B,71,71,240,337,34,8.333023071,8.060580254,8.227144241,0,415,407.5,77.30,82.07,90.84,83.40,68.8
210,311001038201,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC DE LA UNIVERSIDAD CATOLICA,Privado,A,38,38,266,335,31,9.136580467,7.959062576,7.812093735,415,389.5,372.5,75.60,83.03,91.53,83.39,68
211,317380000702,LA DORADA,CALDAS,COLEGIO SAN FRANCISCO DE ASIS,Privado,A,2,1,5667,243,0,0,0,0,353.5,0,405,66.77,0.00,100.00,83.38,47.8
212,341001004583,NEIVA,HUILA,ASPAEN GIMNASIO YUMANA,Privado,A,23,22,182,343,40,9.18447113,7.90519619,7.84485054,428.5,393,394,77.93,83.12,89.10,83.38,69.4
213,311001000590,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC CATOLICO CAMPESTRE,Privado,A,18,18,559,317,25,8.280948639,7.927160263,0,404,416.5,390,76.38,81.04,92.69,83.37,64.2
214,308573074909,PUERTO COLOMBIA,ATLANTICO,COLEGIO SAN JOSÉ,Privado,B,81,79,284,334,33,8.070723534,7.907654285,8.188680649,414,412,414.5,78.73,80.56,90.79,83.36,68.4
215,368276000028,FLORIDABLANCA,SANTANDER,COL. NUESTRA SEÑORA DEL ROSARIO,Privado,A,67,67,135,346,29,9.144144058,8.087122917,7.742986202,403.5,367,374,74.53,83.25,92.27,83.35,69.4
216,311848000367,BOGOTÁ D.C.,BOGOTÁ D.C.,LICEO DE COLOMBIA BILINGÜE,Privado,A,36,35,161,344,28,8.121934891,8.071819305,8.009338379,417.5,399.5,380.5,77.08,80.68,92.26,83.34,70.2
217,366001006686,PEREIRA,RISARALDA,LIC TALLER SAN MIGUEL,Privado,B,39,39,228,338,33,8.172614098,8.341594696,8.138531685,400,386,410,76.70,82.18,91.11,83.33,68.6
218,376892000042,YUMBO,VALLE,COL JEFFERSON,Privado,B,62,62,208,340,28,8.259120941,7.910709381,7.967207909,399.5,403,400,77.13,80.46,92.39,83.32,70
219,368081000023,BARRANCABERMEJA,SANTANDER,INST ANTONIO NARIÑO,Privado,A,66,65,103,351,35,9.155261993,8.049886703,6.903584003,411,402.5,409.5,78.70,80.36,90.80,83.29,70.4
220,323162000474,CERETÉ,CORDOBA,COL DIOCESANO PABLO VI,Privado,A,67,67,1097,298,35,7.590334892,8.368388176,8.88325119,427,410,414,77.45,82.81,89.49,83.25,60
221,354001005967,CÚCUTA,NORTE DE SANTANDER,COL ROOSEVELTH (ANTIGUO LIC ABEJA MAYA),Privado,A,13,12,344,329,29,7.860862732,7.920753479,0,410,440,411.5,79.53,78.91,91.28,83.24,66.2
222,311279000281,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SANTA ANA,Privado,A,107,107,300,333,31,9.068223953,7.933368206,7.792074203,402.5,395.5,380.5,75.58,82.65,91.48,83.23,66.8
223,311001007403,BOGOTÁ D.C.,BOGOTÁ D.C.,INST CEMODEN,Privado,A,24,24,654,313,36,7.797163963,7.911500931,8.9211483,428.5,385.5,430.5,77.88,82.10,89.68,83.22,62.8
224,368307001842,GIRÓN,SANTANDER,INSTITUCION EDUCATIVA GIMNASIO PIAGETANO,Privado,A,21,21,307,332,23,8.344789505,8.047779083,7.976769924,403.5,386.5,375.5,74.88,81.23,93.52,83.21,66.4
225,311769000769,BOGOTÁ D.C.,BOGOTÁ D.C.,COL NUEVA YORK E.U.,Privado,A,79,79,227,338,31,9.101941109,7.919987679,7.684971809,398,393.5,381,75.53,82.36,91.60,83.16,69.2
226,341001005776,RIVERA,HUILA,COLOMBUS AMERICAN SCHOOL,Privado,A,33,32,102,351,33,9.175636292,8.420251846,7.225499153,428.5,376,355.5,75.55,82.74,91.15,83.14,71.8
227,311001087555,BOGOTÁ D.C.,BOGOTÁ D.C.,COL PSICOPEDAG EL FUTURO DE VILLA DEL RIO,Privado,A,36,36,626,314,29,7.942695141,7.951292038,8.117135048,398.5,419.5,424.5,77.83,80.04,91.55,83.14,63.6
228,311001019941,BOGOTÁ D.C.,BOGOTÁ D.C.,COL NUEVA GRANADA                                                                                   ,Privado,B,112,96,140,346,33,8.338370323,7.974170208,7.825983524,420.5,401,409.5,78.85,80.46,90.05,83.12,71.4
229,317001003961,MANIZALES,CALDAS,COL. SAN MIGUEL - HORMIGUITA,Privado,A,12,11,462,322,31,8.967103958,0,0,360.5,360,341.5,69.20,89.67,90.49,83.12,64.8
230,468547002034,PIEDECUESTA,SANTANDER,COLEGIO ARTISTICO MUSICAL PENTAGRAMA,Privado,A,1,1,31,365,0,8.603742599,0,0,343.5,0,241,63.30,86.04,100.00,83.11,73.6
231,368081002361,BARRANCABERMEJA,SANTANDER,LIC BILINGÜE RODOLFO R. LLINAS,Privado,A,12,12,364,328,32,8.244915009,8.03915596,0,416,389,403,76.80,81.42,91.11,83.11,65.8
232,305380019545,LA ESTRELLA,ANTIOQUIA,COLEGIO ANTONINO,Privado,A,16,16,301,333,31,8.370752335,8.282543182,6.985780716,419,436.5,392,79.03,78.80,91.48,83.10,67
233,311001003891,BOGOTÁ D.C.,BOGOTÁ D.C.,INST SAN PABLO APOSTOL,Privado,A,44,44,145,346,36,9.106230736,7.926887512,0,389,0,0,73.50,85.17,90.58,83.08,69.4
234,376001016334,CALI,VALLE,COLEGIO INGLES DE LOS ANDES,Privado,B,20,20,165,344,33,8.011550903,8.032214165,7.925519466,445.5,405,367,78.08,79.90,91.25,83.07,70
235,352001000903,PASTO,NARIÑO,COL SAN FRANCISCO JAVIER,Privado,B,83,82,180,343,36,8.095895767,8.096136093,8.148706436,405,399,405.5,77.63,81.14,90.39,83.05,69
236,376001043617,CALI,VALLE,COLEGIO PHILADELPHIA INTERNACIONAL,Privado,B,22,22,12,375,21,8.304898262,6.512218475,7.89723444,442.5,392,364.5,78.70,75.71,94.70,83.04,76.6
237,308001005299,BARRANQUILLA,ATLANTICO,FUNDACION EDUCATIVA INSTITUTO EXPERIMENTAL DEL ATLANTICO JOSE CELESTINO MUTIS,Privado,A,17,17,69,356,27,9.331861496,6.494136333,0,414,0,0,77.00,79.13,92.95,83.03,72
238,368081000031,BARRANCABERMEJA,SANTANDER,COL SAGRADO CORAZON DE JESUS HERMANAS BETHLEMITAS,Privado,A,37,37,230,338,36,9.150986671,7.819372654,7.813450336,426.5,382.5,374.5,76.08,82.61,90.37,83.02,67.8
239,363001000182,ARMENIA,QUINDIO,FRANCISCANO SAN LUIS REY,Privado,A,84,84,169,344,37,0,0,0,404.5,368.5,398,75.75,0.00,90.29,83.02,69.2
240,311001065420,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC HYPATIA,Privado,A,32,32,231,338,36,7.984734535,7.983738899,8.271197319,415,408.5,396,77.88,80.80,90.37,83.02,68.4
241,385001004378,YOPAL,CASANARE,COLEGIO SAN MATEO APOSTOL,Privado,A,4,4,529,319,43,0,0,8.007004738,438,434.5,425.5,80.85,80.07,88.12,83.01,64.4
242,323466000951,MONTELÍBANO,CORDOBA,FUND EDUC DE MONTELIBANO,Privado,A,73,73,236,338,40,8.371308327,8.134179115,7.914121151,427,397.5,401.5,78.20,81.40,89.42,83.01,68.6
243,311001076375,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN SAN JOSE DE BAVARIA,Privado,A,10,10,1660,286,49,0,0,0,437,395.5,494,80.63,0.00,85.37,83.00,58.8
244,305001005567,MEDELLÍN,ANTIOQUIA,COL CORAZONISTA,Privado,A,132,132,213,340,33,9.00153923,7.858092785,7.777326584,408,385,379.5,75.63,82.12,91.15,82.97,68.8
245,311001047294,CAJICÁ,CUNDINAMARCA,COL MAYOR DE LOS ANDES,Privado,B,33,33,186,342,28,8.306056023,7.825413227,7.616046906,420.5,391.5,390.5,77.23,79.16,92.43,82.94,70
246,311001002428,BOGOTÁ D.C.,BOGOTÁ D.C.,COL NUEVO GIMN,Privado,A,24,23,294,333,28,7.99430418,8.0252285,8.436373711,407.5,375.5,390,75.30,81.52,91.92,82.91,68.8
247,366001000742,PEREIRA,RISARALDA,COL CALASANZ,Privado,A,76,76,137,346,30,9.157752037,7.880367756,7.772616386,411,371,352,74.00,82.70,92.02,82.91,70
248,405615001341,RIONEGRO,ANTIOQUIA,COLEGIO ANGLO - ESPAÑOL,Privado,A,10,10,924,303,27,7.634887695,7.789002419,0,380,451.5,460,79.73,77.12,91.82,82.89,61.8
249,311001010048,BOGOTÁ D.C.,BOGOTÁ D.C.,COL ALVERNIA,Privado,A,70,70,239,337,31,8.83615303,7.941049576,7.83536911,397.5,387,379,75.03,82.04,91.58,82.88,68.2
250,311001033439,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC  NSTRA SRA DE TORCOROMA,Privado,A,80,80,259,335,26,8.400709152,8.124689102,7.788923264,408,380.5,372,74.78,81.05,92.80,82.87,67.6
251,308001012813,BARRANQUILLA,ATLANTICO,CORPORACION EDUCATIVA COLEGIO ITALIANO GALILEO GALILEI,Privado,B,11,11,409,326,43,7.778100491,8.320920944,8.625878334,398.5,426.5,404.5,77.78,82.42,88.35,82.85,66
252,311001004706,BOGOTÁ D.C.,BOGOTÁ D.C.,COL DEL SAGRADO CORAZON DE JESUS BETHLEMITAS,Privado,A,79,79,303,333,35,9.097291946,8.006679535,7.766873837,415,367.5,387,75.13,82.90,90.49,82.84,67.8
253,311001000263,BOGOTÁ D.C.,BOGOTÁ D.C.,COL GIMN LA SALETTE,Privado,A,26,25,818,308,44,9.045449257,8.305595398,0,382.5,387,417,74.73,86.76,87.02,82.83,62.4
254,317001001896,MANIZALES,CALDAS,COL. SAN LUIS GONZAGA,Privado,B,62,62,167,344,34,8.13262558,0,0,399.5,383.5,395.5,76.13,81.33,91.01,82.82,69.4
255,425473000866,MOSQUERA,CUNDINAMARCA,GIMNASIO CAMPESTRE MARIE CURIE,Privado,A,67,65,321,331,27,8.421206474,7.820430756,8.015724182,408,387.5,379,75.28,80.86,92.23,82.79,66.2
256,368679000729,SAN GIL,SANTANDER,COLEGIO SANTA CRUZ DE LA NUEVA BAEZA,Privado,A,25,24,292,334,44,8.138403893,8.060141563,9.067913055,422.5,382.5,385.5,76.23,84.22,87.89,82.78,67.4
